UniprotKB,r,theta,DC,CC,BC,EC,idr,nucleus,cytoplasm,endomembrane,multi
Q86U06,18.0277682,1.039630835,25,2.17E-05,6569.529462,0.02068851,0,0,0,0,1
Q8IXH7,17.68422562,5.05271335,33,2.20E-05,10414.16036,0.03137033,0,0,0,0,1
Q8N8U2,18.7665819,4.881242863,8,2.13E-05,345.7362181,0.01498354,0,0,0,0,0
Q8NAV1,18.02822031,5.428712691,25,2.19E-05,5463.114758,0.03128898,0,1,0,0,0
Q8TE85,18.88090286,5.043702241,6,1.87E-05,1116.760585,0.00268274,0,1,0,0,0
Q8WVJ2,18.3762855,1.615726378,16,2.06E-05,5188.609244,0.01261453,0,0,1,0,0
Q8WYH8,17.92431437,5.270159478,27,2.14E-05,9378.853753,0.0190302,0,0,0,0,0
Q96AP4,18.87806907,5.285233267,6,1.88E-05,50.10125097,0.00395531,0,0,0,0,1
Q96PV6,17.6153368,6.046040491,35,2.25E-05,19623.96951,0.03487471,0,0,0,0,1
Q96RU7,18.11896463,4.899287102,23,2.11E-05,6763.552826,0.01427986,0,1,0,0,0
Q99932,18.48206277,3.899834093,14,1.94E-05,2596.4896,0.00544594,0,0,0,0,0
Q9BRS2,17.3786466,5.420276002,42,2.24E-05,10620.77096,0.04659865,0,0,1,0,0
Q9BT78,16.77640859,5.803611746,62,2.25E-05,12987.45743,0.07415586,0,1,0,0,0
Q9BUV0,18.44482006,3.669983043,15,1.99E-05,2023.750171,0.00652686,0,1,0,0,0
Q9BX10,18.23449144,3.201901318,20,2.06E-05,6724.284478,0.01242726,0,0,0,1,0
Q9BYZ2,18.34318881,3.116763315,17,1.99E-05,2589.464578,0.00512526,0,0,1,0,0
Q9C0F3,18.97833843,1.058806697,4,1.90E-05,50.64764815,0.00302307,0,0,0,0,1
Q9GZM7,18.72101627,1.871859453,9,1.95E-05,1620.353343,0.00324885,0,0,0,0,0
Q9HCK5,16.73444776,5.675542828,64,2.22E-05,12120.08203,0.07800243,0,0,1,0,0
Q9NQ29,16.47942167,1.174114315,74,2.19E-05,18342.58489,0.04880739,0,0,0,0,1
Q9NQ92,17.92656516,6.274610544,27,2.14E-05,5062.387569,0.02549857,0,0,0,0,1
Q9NRC8,17.99116491,5.825799532,26,2.23E-05,1703.742781,0.04613469,0,1,0,0,0
Q9NY12,16.67451524,0.478184969,66,2.21E-05,41689.93064,0.05041707,0,1,0,0,0
Q9P2K5,17.90229559,2.221398855,28,2.21E-05,6368.659531,0.02576554,0,1,0,0,0
Q9UBW8,16.63339308,5.803600737,67,2.24E-05,18369.10531,0.06707225,0,0,0,0,1
Q9Y5B0,18.15809078,5.044043378,22,1.99E-05,938.189887,0.00917456,1,0,0,0,1
Q9Y6K1,17.90306287,5.213039536,28,2.13E-05,4532.970518,0.02664616,1,1,0,0,0
O60346,17.66856461,3.305295819,34,2.14E-05,7405.30896,0.01708479,0,0,0,0,0
P26038,16.87535355,3.052739136,59,2.26E-05,46727.95334,0.04164335,0,0,0,1,0
P35228,18.44601885,3.961832294,15,2.08E-05,1889.606299,0.01492915,0,0,0,0,0
P41145,18.71975902,3.403412519,9,1.92E-05,2230.831519,0.00216835,0,0,0,0,1
P47900,18.76821875,2.327931169,8,1.81E-05,603.0992765,0.0007459,0,0,0,0,0
P48048,19.03421769,3.168959747,3,1.92E-05,1.75250398,0.00385367,0,0,0,0,0
P48764,18.7685458,1.894641309,8,1.82E-05,948.8327646,0.00141711,0,0,0,1,0
P50148,17.03275587,3.578993054,53,2.07E-05,37655.39066,0.00751255,1,0,0,0,1
Q03431,17.74216636,3.168739116,32,2.00E-05,41541.30857,0.00434431,0,0,0,0,0
Q2Y0W8,17.7687755,2.414803905,31,2.10E-05,13785.97516,0.00947271,0,0,0,1,0
Q3LXA3,18.33135365,3.410551448,18,2.03E-05,4734.492085,0.00604873,0,0,0,0,1
Q5T2W1,17.19397702,1.601138747,48,2.09E-05,94690.96015,0.00969205,0,0,0,0,1
Q68EM7,17.98646585,4.408411823,26,2.16E-05,8177.245848,0.01927727,0,0,0,0,1
Q6ZVD8,18.44121516,3.305406354,15,1.94E-05,1407.223311,0.00337952,0,0,0,0,1
Q92887,18.87757969,3.5858731,6,1.86E-05,415.6495594,0.00272935,0,0,0,0,0
Q9BXI6,18.57416222,3.09104778,12,2.16E-05,2807.931285,0.01408483,0,0,0,1,0
Q9C0B1,18.01548431,3.410374896,25,2.01E-05,8596.321163,0.00667121,0,0,0,0,1
Q9NQ66,18.60035387,2.190635598,11,2.00E-05,2924.46011,0.00479245,0,0,0,1,0
Q9NR45,18.38475178,3.410070715,16,1.99E-05,1025.462301,0.00801024,0,1,0,0,0
Q9NWQ8,17.70214465,2.941554271,33,2.12E-05,11153.32767,0.01263674,0,0,0,1,0
Q01970,18.6542148,3.390640658,10,1.97E-05,809.3159695,0.00587904,1,0,0,0,1
O14746,16.95385133,4.343679074,56,2.24E-05,7411.143355,0.05791052,0,0,0,0,1
P11802,15.58541194,4.312723142,116,2.39E-05,89936.15648,0.11016409,0,0,0,0,1
P24864,16.79256641,4.330285236,61,2.27E-05,10128.45007,0.06019405,1,1,0,0,0
P30279,16.84681398,4.338441843,59,2.23E-05,12701.60407,0.04046663,0,1,0,0,0
P41225,18.57442619,4.343246626,12,2.00E-05,56.25488543,0.01072607,0,1,0,0,0
P42771,15.91439642,4.308526665,97,2.33E-05,40407.07782,0.08700586,0,0,0,0,1
P42772,17.27969704,4.338104362,45,2.19E-05,3597.333034,0.03822767,0,0,0,0,1
P61077,16.49591305,3.930948701,73,2.21E-05,35070.24277,0.02853811,0,0,0,0,1
Q00534,16.40952658,4.338175084,76,2.25E-05,45350.20012,0.05583861,1,0,0,0,1
Q00987,13.68007927,4.698964829,265,2.57E-05,281601.3072,0.29280935,1,0,0,0,1
Q13163,16.46582232,4.338026302,74,2.28E-05,14562.54636,0.08138748,0,0,0,0,1
Q13255,17.70370151,4.338788085,33,2.13E-05,8946.872154,0.02180262,0,0,0,1,0
Q8N726,15.91076412,4.308829044,97,2.33E-05,40407.07782,0.08700586,0,0,0,0,1
Q99973,18.86635723,4.441294431,6,2.01E-05,587.8658542,0.00721913,0,0,0,0,1
Q9BZ95,17.35567567,1.219311792,42,2.25E-05,13546.93969,0.04447799,0,0,0,0,1
Q9BZE0,17.35742757,4.337777362,42,2.16E-05,1750.563048,0.03507385,0,1,0,0,0
Q9NS23,16.75683165,4.343800494,63,2.26E-05,22525.06183,0.04818966,0,0,0,0,0
Q9UI36,17.74962802,4.913351288,32,2.11E-05,12518.45863,0.01887228,0,1,0,0,0
Q9ULV8,17.46013896,4.341527975,40,2.21E-05,6754.082257,0.03410174,0,0,0,0,1
Q9UPR3,18.59971046,0.351133396,11,2.04E-05,510.0680952,0.01199435,1,0,1,0,0
Q9Y4B6,16.61446684,5.801468436,68,2.33E-05,39755.8919,0.07391225,0,1,0,0,0
O14756,18.59945299,2.978275887,11,1.91E-05,2830.251096,0.00195504,0,0,0,0,1
O60493,17.45934766,3.145545141,40,2.18E-05,23862.42798,0.01864674,1,0,0,0,0
P20020,17.79782921,2.978217088,30,2.17E-05,14327.64507,0.01848112,0,0,0,1,0
Q6P1N9,18.23504465,3.56965232,20,1.94E-05,866.4700699,0.00412576,0,1,0,0,0
Q96EK6,18.80431433,2.978451183,7,1.89E-05,12993.30454,0.00284869,0,0,0,0,0
Q96C90,19.03279033,2.978275158,3,1.91E-05,223.2644718,0.00619362,0,0,0,0,0
O15151,16.95189583,4.309666286,56,2.22E-05,37818.65721,0.04979539,0,1,0,0,0
P05771,15.34625857,1.242618881,133,2.35E-05,113529.0576,0.07603467,0,0,0,0,1
P14091,18.80536605,2.057057849,7,1.86E-05,566.6183777,0.00198454,0,0,0,1,0
P15498,15.52339398,4.367847842,120,2.33E-05,102415.7946,0.07446223,1,0,1,0,0
P26358,16.86403382,5.213018817,59,2.32E-05,21194.25483,0.07413184,0,1,0,0,0
P30304,17.78728203,4.288285132,31,2.24E-05,8877.652229,0.03947045,0,0,0,0,1
P30305,17.70089744,3.436932045,33,2.28E-05,13662.80455,0.04414459,0,0,0,0,1
P30307,17.91045008,4.320564295,28,2.19E-05,7957.149107,0.02837135,1,1,0,0,0
P38936,16.07502993,5.231820797,90,2.37E-05,59874.81533,0.07536865,1,1,0,0,0
P54132,16.74490168,5.28068982,63,2.35E-05,45242.82921,0.07742982,1,0,0,0,1
Q13535,16.73767583,5.251927562,64,2.28E-05,37322.98234,0.05276265,0,0,0,0,1
Q2NKX8,18.28697157,3.900833781,19,2.14E-05,8687.073284,0.01248393,0,0,0,0,1
Q30154,18.94417125,2.608637849,5,1.95E-05,1097.849493,0.00356719,0,0,0,0,0
Q5SW96,18.57019441,0.254869534,12,2.06E-05,17300.86644,0.0086572,0,0,1,0,0
Q86X45,19.03564304,3.305668613,3,1.77E-05,40.4145478,0.00105206,0,0,0,0,0
Q8IV45,18.45094897,4.693747937,15,2.02E-05,2531.792012,0.00761254,0,0,1,0,0
Q8TD19,17.80037826,3.625339147,30,2.20E-05,10958.64532,0.02224543,0,0,0,0,0
Q9BTE0,18.99364766,5.619259202,4,1.80E-05,50.57096908,0.0017402,0,1,0,0,0
Q9BZR8,18.3413642,3.025932802,17,2.03E-05,5050.292433,0.0097927,0,0,1,0,0
Q9H0H5,16.65021801,3.382132211,67,2.31E-05,63455.95054,0.05756905,0,1,0,0,0
Q9HAW4,17.98764266,5.277294567,26,2.15E-05,4150.941829,0.02247692,0,0,0,0,1
Q9HCE7,17.02671283,4.825419375,53,2.28E-05,27954.63681,0.03425207,0,0,0,0,1
Q9NQ76,18.86477217,5.265117639,6,1.98E-05,8247.826729,0.00515103,0,0,0,0,0
Q9NZJ0,17.79328171,5.231827391,31,2.17E-05,4084.691751,0.03593273,0,0,0,0,1
Q9UNS1,18.11232913,5.283772182,23,2.07E-05,6375.070741,0.01487356,0,1,0,0,0
Q9Y5W9,18.33470148,2.134878292,18,1.95E-05,8954.09484,0.00299403,0,0,0,1,0
P14778,18.23615016,3.875205425,20,2.03E-05,10174.25945,0.00719646,0,0,0,0,1
P15260,18.12370725,2.402016987,23,2.10E-05,13283.95308,0.00913381,0,0,0,1,0
P78348,18.75161944,2.602231887,8,1.83E-05,1774.189874,0.00082706,0,0,0,1,0
Q08345,18.75173027,4.388293579,8,1.98E-05,226.2336683,0.0047122,0,0,0,0,1
Q8WUM9,18.28732183,2.400344489,19,1.95E-05,3663.952581,0.00230428,0,0,0,1,0
Q96JM4,17.90612617,3.154681289,28,2.01E-05,7461.477153,0.00471819,0,0,0,0,0
Q9H6L2,17.83813789,2.210435762,29,1.98E-05,17539.43383,0.00308267,0,0,0,1,0
Q9Y3E5,17.70804806,2.257474227,33,2.25E-05,32451.46348,0.01790141,0,0,1,0,0
Q9Y5Y0,18.19595644,2.516926069,21,1.97E-05,7047.700665,0.00375237,0,0,0,1,0
O14764,18.44826278,2.459926574,15,1.88E-05,3941.80529,0.00123579,0,0,0,1,0
P18850,17.79952929,1.319900282,30,2.02E-05,32061.33976,0.0047984,0,0,0,0,0
P51153,18.65372671,2.964374047,10,1.94E-05,1505.278019,0.00316741,0,0,0,0,1
Q9BYC5,18.15390591,1.891605688,22,2.15E-05,50109.40388,0.01073539,1,0,0,0,1
Q9Y4L5,18.2365184,3.849516958,20,2.07E-05,3647.921202,0.00851216,0,0,0,0,1
Q92545,18.15430522,2.672242538,22,2.01E-05,10731.97627,0.00404208,0,0,0,0,1
Q96AE7,17.90968838,2.657039681,28,2.07E-05,20416.81519,0.00585531,0,0,0,0,1
Q9H819,18.33486858,2.46179676,18,1.76E-05,3939.024893,0.00057053,0,0,0,0,1
Q96SW2,17.60784179,5.802837989,35,2.17E-05,22958.75884,0.03374873,0,0,0,0,0
O14771,18.72920731,0.581190099,9,1.70E-05,38.44696518,0.00042502,0,0,0,0,1
P57086,17.97104196,0.581468449,26,1.87E-05,8156.536263,0.00165992,0,1,0,0,0
Q8NBB4,18.57890321,0.583165733,12,1.88E-05,2025.703685,0.00228772,0,1,0,0,0
Q969J2,17.9461108,0.581358025,27,2.03E-05,16200.19601,0.0078064,0,1,0,0,0
Q96JS3,18.03945829,0.581422055,24,1.94E-05,23085.94488,0.00343475,0,0,0,0,1
Q9Y5A6,18.33453435,0.581149369,18,1.93E-05,5709.513066,0.00357486,0,0,0,1,0
Q15388,17.90638103,2.260159273,28,2.12E-05,39176.48382,0.01191083,0,0,1,0,0
Q2NKJ3,18.54115902,0.941945845,13,1.95E-05,6481.696457,0.00343503,0,0,0,0,1
Q3V6T2,16.86332212,3.368691475,59,2.30E-05,39796.31381,0.03648961,0,0,0,0,0
Q8N122,16.76077736,3.089162511,63,2.23E-05,41491.6026,0.02874259,0,0,0,0,1
Q9NX02,18.73124478,4.97646253,9,1.83E-05,1784.975353,0.001929,0,0,0,0,1
P16260,18.44151606,1.623887778,15,1.91E-05,1757.833082,0.00196413,0,0,1,0,0
O14775,18.33386556,4.235336881,18,2.01E-05,20906.6257,0.01125544,1,0,0,0,1
O60262,18.62236821,3.574911897,11,1.92E-05,910.7592365,0.00271913,0,0,0,0,0
O75916,18.81060838,5.389008663,7,1.77E-05,17245.68018,0.00132794,0,0,0,0,1
O94810,18.99922106,4.235295722,4,1.86E-05,676.2983589,0.00212384,0,0,0,0,0
P49758,18.80977143,0.615592866,7,1.92E-05,885.1499946,0.00363569,1,0,0,0,1
P49802,18.81123565,3.374018116,7,1.89E-05,829.0483704,0.00244817,1,0,1,0,0
P50150,18.27976448,3.575318093,19,1.96E-05,1451.844896,0.0051065,0,0,0,0,0
P63215,18.45718923,3.575781559,15,1.88E-05,1278.793035,0.00252195,0,0,0,0,0
P63218,17.96696907,4.263917182,26,2.01E-05,6709.753199,0.00538101,0,0,0,0,0
Q6NWY9,18.81134016,5.389055748,7,1.95E-05,1369.891554,0.00414639,0,0,0,0,1
Q99471,17.04830149,5.100549296,53,2.22E-05,13507.9635,0.03394342,0,0,1,0,0
Q9P2W3,18.91722821,3.576076771,5,1.74E-05,111.2808503,0.00070681,0,0,0,0,0
O14776,17.17005148,5.413410758,48,2.30E-05,31841.06084,0.06422378,1,1,0,0,0
O75469,18.57719374,4.85082277,12,1.97E-05,293.6979864,0.00678374,1,1,0,0,0
P09661,16.07037647,6.248578423,90,2.26E-05,25726.27567,0.08740438,0,1,0,0,0
Q12874,16.74809674,6.251139166,63,2.29E-05,33811.39726,0.07124605,0,1,0,0,0
Q15393,16.40841278,5.376121959,76,2.36E-05,21140.2162,0.12671613,0,1,0,0,0
Q15427,16.86545571,6.24978438,59,2.28E-05,17533.04487,0.08289485,0,1,0,0,0
Q15428,16.57268199,6.250818735,70,2.33E-05,17368.42861,0.08075158,0,1,0,0,0
Q15459,16.08886369,6.251218567,89,2.32E-05,55964.83114,0.09182264,0,1,0,0,0
Q76FK4,17.87191048,5.501327956,29,2.18E-05,6590.536093,0.0335941,0,0,0,0,1
Q7Z6J4,18.99713462,3.157029309,4,1.79E-05,285.05846,0.00104287,0,0,0,0,0
Q8IUF1,18.54061342,5.875565481,13,2.11E-05,4484.27621,0.01648863,0,0,0,1,0
Q8N2W9,17.10259854,4.910548351,51,2.25E-05,14660.37094,0.04704385,0,0,0,0,1
Q9P0K8,16.54481311,6.137828881,71,2.13E-05,39552.30016,0.02445808,0,1,0,0,0
Q14865,18.33737182,1.159866157,17,2.16E-05,2842.253385,0.02067312,0,0,0,0,1
Q9BZF1,17.74873551,2.671233407,32,2.26E-05,30834.87067,0.02137294,0,0,0,0,1
P18848,17.29423741,4.898581998,45,2.14E-05,17683.60129,0.02003463,0,1,0,0,0
P40222,16.5583626,1.749668526,70,2.20E-05,61291.24553,0.01879945,0,0,0,0,1
P51955,17.84276061,4.218122766,29,2.05E-05,20495.77058,0.01040736,0,0,0,0,1
Q03188,17.74456006,6.047699866,32,2.17E-05,5678.755465,0.03955473,0,0,0,0,1
Q15025,17.01574387,4.053040925,54,2.20E-05,37875.34949,0.02328498,0,0,0,0,1
Q6P1K2,17.48359541,1.355143505,39,2.11E-05,17166.89128,0.01188533,0,0,0,0,1
Q6ZNE9,19.02206316,1.747464664,3,1.77E-05,78.24932253,0.00059146,0,0,0,0,0
Q8IZT9,18.91581497,0.081639616,5,1.85E-05,45.44203006,0.00161161,0,0,0,0,0
Q93079,13.72805174,1.510438232,258,2.39E-05,829384.4342,0.09065622,0,0,0,0,1
Q96HA8,15.81545699,1.930394052,103,2.26E-05,141426.9766,0.0282054,0,0,0,0,1
Q96IY1,18.18381403,1.355270145,21,2.03E-05,7948.036654,0.00827997,0,1,0,0,0
Q96MT8,17.07350037,1.779351766,52,2.18E-05,29469.36473,0.02181105,0,0,0,0,1
Q9H081,17.64609352,1.35530911,34,2.04E-05,8207.501489,0.00922469,0,0,0,0,0
Q9H2F9,18.62362623,0.633295635,11,1.94E-05,7921.807706,0.00452352,0,0,0,0,1
Q9H7C4,17.35392073,4.087907294,42,2.10E-05,9406.557567,0.01254614,0,0,0,1,0
Q9P1Z2,17.98103492,1.745211524,26,2.07E-05,8148.863142,0.01005481,0,0,1,0,0
Q9Y6D9,17.29237289,0.078775567,45,2.19E-05,28520.34687,0.0273624,0,1,0,0,0
O14782,18.80830509,0.282255479,7,2.01E-05,417.5808098,0.00695415,0,0,0,0,1
P01127,16.71486075,5.749388282,65,2.12E-05,13823.82307,0.04891282,1,0,0,1,0
P01375,16.55740075,4.053723828,70,2.19E-05,48122.99491,0.0297979,0,0,0,0,0
P09038,17.97319161,4.278347063,26,2.04E-05,20759.69603,0.01255,1,1,0,0,0
P13598,18.44975599,2.626332328,15,1.98E-05,3608.65605,0.00347637,0,0,0,0,1
P15692,18.33653809,1.008031851,17,2.01E-05,9625.865732,0.00750278,0,0,0,0,0
P17948,18.48336277,4.448425194,14,1.96E-05,4127.649687,0.00388441,0,0,0,0,1
P32249,17.76468183,2.872443067,31,1.94E-05,8455.958081,0.00322634,0,0,0,0,0
P35968,17.2998105,4.448348997,44,2.22E-05,36001.17276,0.02816674,0,0,0,0,1
P49765,18.72284222,2.629757664,9,1.80E-05,1120.333461,0.0011728,1,0,0,0,0
Q08J23,16.72470149,5.451400855,64,2.33E-05,32601.64556,0.08930928,0,1,0,0,0
Q14563,19.15628976,2.575501958,2,1.83E-05,50.04821438,0.00138436,0,0,0,1,0
Q5BJF6,18.48264075,1.750717492,14,2.15E-05,4357.529632,0.01304503,0,0,1,0,0
Q6UWB1,17.75821539,2.57529294,32,2.05E-05,36048.52137,0.0051277,0,0,0,1,0
Q7Z739,18.03654836,2.590319923,25,2.09E-05,2780.416322,0.0166486,0,0,0,0,0
Q8N8J7,18.18303816,2.128941307,21,1.93E-05,8261.31111,0.00179527,0,0,0,1,0
Q92187,16.69152113,1.588908779,65,2.13E-05,54078.05272,0.01055344,0,0,0,1,0
Q96LR4,17.11988656,2.990718395,50,2.08E-05,60403.8523,0.00730754,0,0,0,0,0
Q99755,17.60373016,3.106641878,35,2.14E-05,15024.54059,0.01546566,0,0,0,0,1
Q9H3N1,17.4090424,2.575321244,41,2.18E-05,51237.12373,0.01442586,0,0,0,0,1
Q9NV96,17.10203593,0.799271478,51,2.03E-05,91878.66648,0.00372531,0,0,0,0,0
Q9UBS4,16.65721961,2.578683637,66,2.38E-05,51973.02515,0.06256968,0,0,0,1,0
Q9ULW2,17.1815645,2.86176797,48,2.04E-05,14179.48197,0.00791698,0,1,0,0,0
Q9Y276,18.34501015,2.291738739,17,2.07E-05,8064.752273,0.0080563,0,0,0,0,0
Q9Y5X9,18.23135089,2.984247279,20,2.07E-05,7695.100048,0.00759775,0,0,0,0,0
Q8IWV7,17.24705332,3.121452839,46,2.15E-05,36473.42132,0.01681575,0,0,0,0,1
Q9BQI0,18.48249629,2.574076078,14,2.15E-05,1082.107704,0.01480155,0,0,0,0,0
O75695,17.75200421,2.853634782,32,2.09E-05,18939.6578,0.00935491,0,0,0,0,1
P08173,16.43045987,2.158434184,75,2.15E-05,63135.21999,0.0153572,0,0,0,0,1
P16070,15.70359504,4.334695827,109,2.33E-05,135144.9715,0.06241284,0,0,0,1,0
P34810,18.57614032,2.873327773,12,1.95E-05,1251.363481,0.00280958,0,0,0,1,0
P55899,16.97766444,3.145712372,55,2.10E-05,51626.84468,0.00701331,0,0,0,0,0
Q01151,17.40945822,3.156457217,41,2.02E-05,15978.94567,0.00528302,0,0,0,0,1
Q6UXF1,18.27835223,3.264382744,19,1.95E-05,2081.10759,0.00409029,0,0,0,0,1
Q86XK7,16.91806281,2.852746799,57,2.12E-05,42517.27246,0.01336127,0,0,0,0,1
Q8IXB3,18.74851137,2.851686175,8,1.83E-05,239.8061339,0.00121838,0,0,0,0,0
Q8N7X8,15.96047054,2.805701846,95,2.14E-05,66094.75579,0.01607189,0,0,0,0,0
Q8TBP5,17.20063764,3.008780475,47,2.10E-05,28450.29051,0.00794309,0,0,0,0,1
Q96IQ7,17.96528723,2.850141966,26,1.97E-05,2030.740881,0.00507478,0,1,0,0,0
Q9H813,16.15247491,2.857972151,86,2.16E-05,62714.94618,0.01625401,0,0,0,0,0
Q9HBW1,18.62964316,2.854553119,11,1.83E-05,1209.322197,0.00096704,0,0,0,1,0
Q9NQ94,18.8079906,3.779693122,7,1.92E-05,573.6841353,0.00361185,0,1,0,0,0
Q9NZQ7,17.38633129,2.849404782,42,2.01E-05,20399.00214,0.00735091,0,0,0,0,1
Q9Y275,17.38675651,2.855712433,42,2.03E-05,21371.49439,0.0062785,0,0,0,0,1
O14788,18.74873369,2.290073245,8,1.90E-05,7541.300292,0.00202202,0,0,0,0,0
O95249,17.8666242,2.183493774,29,2.16E-05,14302.97512,0.01285387,0,0,0,0,0
P03886,17.93527108,2.277280685,27,2.02E-05,8293.072116,0.00563507,0,0,0,0,0
P05496,18.74884483,2.124247819,8,1.73E-05,2052.762549,0.00035285,0,0,0,0,0
O00300,19.02342087,3.828827482,3,1.59E-05,15.3075764,0.00012583,0,0,0,0,1
P02647,16.65547374,2.532955574,66,2.20E-05,164475.632,0.02496108,0,0,0,0,1
O14793,18.99189967,3.601668816,4,1.69E-05,1353.16509,0.00027451,0,0,0,0,0
O15273,17.91879136,4.691553634,28,2.10E-05,26655.61564,0.01486038,1,0,0,0,0
O95633,19.16296355,3.601646565,2,1.56E-05,61.23089453,7.43E-05,0,1,0,0,0
O14795,18.66814799,3.188917046,10,1.78E-05,3404.449111,0.00075173,0,0,0,0,1
Q14183,18.69075715,3.188925227,9,1.81E-05,4005.872599,0.00118358,0,0,0,0,1
Q86UR5,18.55362761,3.188523865,13,1.91E-05,8377.605904,0.002507,0,0,0,0,0
Q96HU8,18.92837079,3.189090917,5,1.74E-05,583.1456151,0.00046535,0,0,0,0,0
Q14184,19.01524724,3.188928449,3,1.55E-05,42.12250292,5.68E-05,0,0,0,0,0
O14796,18.4160788,4.385281669,16,2.03E-05,3004.398483,0.01011129,0,0,0,0,0
P16885,17.81079095,4.384758732,30,2.13E-05,3413.970212,0.01913852,0,0,0,0,1
Q8TAK6,18.92678646,4.385324272,5,1.84E-05,29.41413818,0.00237674,0,0,0,0,0
Q96DU3,18.990937,4.385267999,4,1.75E-05,23.38550056,0.00153774,0,0,0,0,1
Q9BZW8,17.91954627,2.899285926,28,2.02E-05,9940.323647,0.00611514,0,0,0,0,0
Q9UIB8,18.99049912,4.391098543,4,2.01E-05,429.6942656,0.00837988,0,0,0,1,0
O14798,19.01507625,4.0736062,3,1.74E-05,45.0707793,0.00056894,0,0,0,0,0
Q6UWE0,17.543619,3.949816284,37,2.13E-05,48478.80746,0.01269983,0,0,1,0,0
O14802,17.2026783,5.001033568,47,2.12E-05,9589.323509,0.02595359,0,1,0,0,0
O75575,18.41468967,5.000985738,16,1.96E-05,61312.77473,0.00636777,0,0,0,0,1
O95602,16.80168529,5.000611574,61,2.25E-05,18811.85586,0.04146949,0,0,0,0,1
P05423,17.95756315,5.001002538,27,2.09E-05,6396.033818,0.01441208,0,1,0,0,0
P0DPB5,17.86450196,5.000096938,29,1.96E-05,1503.878776,0.00834385,0,0,0,0,1
P0DPB6,17.87085543,4.99915824,29,1.96E-05,1503.878776,0.00834385,0,0,0,0,1
Q00403,16.81893746,4.992593052,60,2.21E-05,59639.1028,0.03262604,0,1,0,0,0
Q6VAB6,18.08363414,5.004691079,23,2.11E-05,1480.844979,0.02531651,0,0,0,0,0
Q96MX6,17.3076537,5.001931202,44,2.12E-05,6974.17053,0.02580876,0,1,0,0,0
Q99959,17.03155014,3.397417661,53,2.31E-05,49262.2508,0.04154261,0,0,0,0,1
Q9BT43,18.34086601,5.001124946,17,1.89E-05,1193.802769,0.00298366,0,0,0,0,0
Q9BUI4,17.84628148,4.157482003,29,2.02E-05,4107.530605,0.008632,0,1,0,0,0
Q9BWH6,17.37778914,5.048911656,42,2.16E-05,10028.4902,0.03065668,0,0,0,0,1
Q9H063,18.6661003,2.046935724,10,1.90E-05,591.290315,0.00314765,0,0,0,0,1
Q9NW08,17.59684023,5.000747795,36,2.05E-05,4876.301127,0.01630882,0,1,0,0,0
Q9NWS0,16.64581736,5.040146135,67,2.19E-05,12990.2918,0.0430484,0,0,1,0,0
Q9UBK9,17.1615956,5.00340016,49,2.17E-05,39936.25321,0.02894539,0,0,0,0,1
Q9UHV9,16.56028356,5.018720237,70,2.21E-05,20203.77551,0.03449138,0,0,1,0,0
Q9Y2Y1,18.08192068,5.001103849,23,1.90E-05,585.8456637,0.00520568,0,0,0,0,1
Q9Y535,18.00258649,5.000961649,25,2.07E-05,6037.053754,0.01273627,0,0,0,0,1
O14807,18.6936949,2.961205432,9,1.90E-05,496.3487037,0.00275302,0,0,0,0,1
P30613,18.66838862,4.415080996,10,1.88E-05,16956.32486,0.00273492,0,0,1,0,0
Q12967,18.40506805,2.961589786,16,2.03E-05,17113.29272,0.00860947,0,1,0,0,0
Q8N653,18.28170312,2.931193939,19,2.11E-05,8616.312152,0.01484161,0,0,0,0,1
Q8TEU7,18.49911861,2.926519756,14,2.06E-05,2146.951751,0.00850722,0,0,1,0,0
Q8WWW0,17.80826794,2.960275374,30,2.11E-05,8773.561862,0.01327194,0,0,0,0,0
Q92565,18.08854431,3.494857164,23,2.05E-05,7571.457148,0.00634947,0,1,0,0,0
Q9UQ13,17.41319297,6.147879651,41,2.26E-05,17157.21448,0.03921777,1,0,0,0,1
O14810,18.74795535,2.176281072,8,1.88E-05,862.2064089,0.00166307,1,0,0,1,0
P60880,17.88526722,2.175985131,28,2.11E-05,13441.88311,0.00888079,1,0,0,1,0
Q6PUV4,18.79882773,2.176290709,7,1.79E-05,801.2102552,0.00055618,0,0,0,1,0
O14813,19.02112868,4.959184953,3,1.86E-05,22.65366482,0.00307289,0,1,0,0,0
P05412,14.14488444,4.89633747,220,2.52E-05,303300.0087,0.1785521,0,1,0,0,0
P61296,18.61542105,4.959110318,11,2.03E-05,1492.248451,0.01037616,0,0,0,0,1
O14817,18.79988515,2.526875329,7,1.85E-05,1391.965795,0.00115043,0,0,0,0,0
Q7Z3S9,15.61261823,1.446385588,114,2.14E-05,234231.0411,0.01007989,0,0,0,0,0
Q9NPC1,17.294703,2.559663674,45,2.08E-05,73028.61394,0.00829867,0,0,0,0,1
O95456,17.88578745,3.765921203,28,2.14E-05,3717.562329,0.02402416,0,0,0,0,1
P16035,18.79999083,2.39090896,7,1.84E-05,377.2997742,0.00135629,1,0,0,0,0
P21731,18.28187917,3.579623817,19,2.04E-05,14794.70244,0.00921111,0,0,0,0,1
P28062,17.76760756,3.76921389,31,2.04E-05,832.8259255,0.02099695,0,0,0,0,1
P30559,18.44541963,1.987358543,15,1.93E-05,4325.409766,0.00247173,0,0,0,0,0
P31152,18.49826547,1.042594419,14,2.03E-05,4154.093264,0.01123187,0,0,0,0,1
