UniprotKB,r,theta,DC,CC,BC,EC,idr,nucleus,cytoplasm,endomembrane,multi
Q9BX82,19.07958712,2.849739486,3,1.72E-05,81.22886881,0.00040802,0,1,0,0,0
Q99466,18.97023899,4.840200222,4,1.84E-05,33.73399054,0.0029277,0,0,0,0,0
Q9GZN2,19.08391065,4.831111585,3,1.94E-05,62.16162582,0.00494369,0,0,0,0,1
Q9UJW3,18.84858254,5.213149189,6,1.89E-05,280.8465737,0.00410005,0,1,0,0,0
P85298,18.80767601,3.376790608,7,1.86E-05,908.9840641,0.00164945,0,0,0,0,0
Q96NU1,18.63661814,3.851954856,11,1.84E-05,1137.423408,0.00223607,0,0,0,0,1
Q9NP70,19.11475621,3.841862273,2,1.66E-05,39.56327945,0.00018088,1,0,0,0,1
Q9NVQ4,18.89975495,0.594852086,5,1.89E-05,316.3106679,0.00313078,0,0,0,0,1
Q6UWD8,19.07282481,3.069305302,3,1.72E-05,2936.169293,0.00034461,0,0,0,0,0
Q96KJ9,19.07322859,1.898286592,3,1.83E-05,142.9629762,0.00125294,0,0,0,0,0
Q8WVK7,18.80673166,4.152870882,7,1.83E-05,165.4179751,0.00186015,0,0,0,0,0
P04746,19.07072255,3.868952802,3,1.74E-05,33.32543502,0.00093261,0,0,0,0,0
Q14094,19.1114958,1.77931838,2,1.74E-05,10.7296499,0.0007119,0,0,0,0,1
Q2M296,19.06983182,1.359510175,3,1.90E-05,197.6679683,0.00402774,0,0,0,0,1
Q5M7Z0,19.11141804,2.433365734,2,1.62E-05,88.44272792,0.00011481,0,1,0,0,0
Q96MH6,18.77895627,2.12858088,8,1.80E-05,594.8626748,0.00073432,0,0,0,1,0
Q9BY08,19.11118473,2.166925342,2,1.87E-05,66.47688398,0.0044607,0,0,0,1,0
Q9H799,18.88984082,5.440517015,5,1.96E-05,442.7739497,0.01132493,0,0,1,0,0
Q53GD3,19.11040666,6.110549645,2,1.86E-05,21.36313011,0.00484197,0,0,0,0,0
Q00973,18.89187002,1.587608196,5,1.76E-05,86.16303415,0.00039748,0,0,0,0,0
Q9HAJ7,18.63375921,5.18862792,11,1.94E-05,97.31629971,0.00887214,0,1,0,0,0
Q9NVL8,18.78904745,1.651791973,7,1.94E-05,651.9775433,0.00271652,0,0,0,0,1
Q01469,19.07274403,2.809491766,3,1.85E-05,23.50498827,0.00225313,0,0,0,0,1
Q9HBU9,18.77874047,3.175641142,8,1.73E-05,718.62981,0.00038327,0,0,0,0,0
Q9BXX0,18.78958141,2.536002151,7,1.81E-05,621.4517851,0.00076031,0,0,0,0,0
Q01638,18.9737181,4.44035963,4,1.82E-05,47.52402641,0.00155479,0,0,0,0,1
Q6ICG8,18.84666673,5.090035086,6,1.82E-05,77.1740316,0.002086,0,0,1,0,0
Q8IU54,19.07427767,2.473619888,3,1.62E-05,30633,8.56E-05,0,0,0,0,0
Q8IXM6,18.91071093,2.663451546,5,1.71E-05,703.7400665,0.00021139,0,1,0,0,0
Q9BPW9,18.64070606,1.995264687,11,1.89E-05,1928.551571,0.00191215,0,0,0,0,0
Q9H0V1,19.07564791,2.659540239,3,1.69E-05,71.52150969,0.00018522,0,0,0,0,1
Q8N6Q3,19.07572846,4.398798315,3,1.90E-05,297.9326878,0.00267242,0,0,0,0,0
Q9H094,19.11839239,5.706170971,2,1.80E-05,118.8251126,0.00154648,0,0,0,0,0
Q96D59,18.97300541,5.943571169,4,1.85E-05,1043.343059,0.00180077,0,0,0,0,0
Q16558,19.11885564,3.579562512,2,1.79E-05,237.5227601,0.00152372,0,0,0,0,0
Q9NQ32,19.11877845,1.068187147,2,1.79E-05,213.4795856,0.00154554,0,0,0,1,0
Q9NYG2,19.07998822,4.912868908,3,1.84E-05,652.312834,0.00191494,0,0,0,1,0
Q14576,19.11854683,1.183634987,2,1.82E-05,9.20002652,0.00229885,0,0,0,0,0
Q8N6R1,19.11846961,2.299368884,2,1.80E-05,297.2071084,0.00156009,0,0,0,1,0
Q494R4,19.11908719,1.722490374,2,1.76E-05,11.91184895,0.00050748,0,0,1,0,0
Q99909,18.68307896,1.722804727,10,1.87E-05,7126.112713,0.00170405,0,1,0,0,0
Q8N4B1,18.78979492,0.267151943,7,1.75E-05,532.4011105,0.00049427,0,0,0,0,0
Q9NW61,18.84646485,0.26712197,6,1.76E-05,297.1206567,0.00098382,0,0,1,0,0
Q02080,18.8463639,4.969585791,6,1.72E-05,144.1234322,0.00082757,0,0,0,0,1
Q0P6D6,19.12093769,4.9694491,2,1.66E-05,21.3638596,0.00033442,0,0,0,0,1
P51688,18.90338828,1.410194115,5,1.89E-05,1244.246554,0.00182676,0,0,0,0,0
Q9Y2E5,18.84626294,2.139143832,6,1.80E-05,283.1062778,0.00073509,0,0,0,0,0
Q9NUU6,19.12055245,2.472056728,2,1.65E-05,15.75826679,0.00015683,0,0,0,0,1
Q8NAT1,18.67653637,1.609626936,10,1.86E-05,1592.680992,0.00128396,0,0,0,0,0
Q9Y238,19.11993576,5.074641111,2,1.74E-05,44.37625763,0.00130869,0,0,1,0,0
Q86XJ1,19.11985864,0.237258241,2,1.81E-05,37.9797308,0.00184913,0,0,0,0,0
Q15389,19.11777438,4.438682888,2,1.62E-05,16.61841346,0.00018989,0,0,0,0,0
Q8IVV2,19.11676932,4.539942435,2,1.79E-05,3.35364826,0.00113111,0,0,0,1,0
Q92901,18.96585084,5.609236171,4,1.83E-05,3.10054926,0.00613178,0,1,0,0,0
Q5JXB2,19.11661461,2.223944051,2,1.89E-05,13.99468622,0.00300919,0,1,0,0,0
Q96P66,19.11622772,2.593770347,2,1.66E-05,8.53844973,0.00024477,0,0,0,0,0
Q93075,19.07701631,1.668119544,3,1.69E-05,53.63668618,0.000314,0,1,0,0,0
Q7RTU3,18.96531221,1.935378769,4,1.85E-05,151.7976125,0.00139968,0,0,0,0,0
Q14CN4,18.91156339,5.031304604,5,1.96E-05,53.61300073,0.0077046,0,0,0,0,0
Q0D2K3,18.68957966,1.561863164,10,1.92E-05,2018.910994,0.0028981,0,0,0,0,0
Q96HZ4,19.07451961,4.877589723,3,1.67E-05,62.39016789,0.0003888,0,0,0,0,1
O14607,19.11584069,4.876668834,2,1.74E-05,4.61696949,0.00081969,0,1,0,0,0
Q9UKX2,18.84606098,1.560214305,6,1.94E-05,636.4160098,0.0033518,0,0,1,0,0
P05976,19.11800618,1.563066562,2,1.83E-05,6.73964884,0.00157863,0,0,0,0,0
P02708,19.07500332,1.430987662,3,1.59E-05,15336.1759,4.91E-05,0,0,0,1,0
Q8IVS8,18.89080761,1.781349411,5,1.87E-05,455.6883379,0.00157818,0,0,0,0,1
Q96PN8,18.77701242,4.056820717,8,1.92E-05,742.9892216,0.00186711,0,1,0,0,0
Q9BV90,18.9641442,3.975710514,4,1.77E-05,93.61972319,0.00099502,0,0,0,0,1
Q9BW66,18.52369141,1.525527911,13,1.96E-05,1244.903343,0.00333392,0,0,0,0,0
Q9HCN3,18.84049142,2.644432353,6,1.81E-05,944.2855047,0.00075438,0,0,0,0,1
Q5T7W7,19.07371292,4.963216775,3,1.77E-05,26.78061115,0.00068726,0,1,0,0,0
Q9Y3S1,18.91108989,0.049775443,5,1.89E-05,400.7153835,0.00285432,0,0,1,0,0
Q9H4I8,18.8476755,3.574270393,6,1.83E-05,119.2918254,0.00150869,0,0,0,0,0
Q05329,18.8484818,2.116510724,6,1.66E-05,441.1363088,0.00018856,0,0,0,0,0
Q96B96,18.90596198,2.116636294,5,1.77E-05,16269.67549,0.00065905,0,0,0,1,0
Q05481,19.11761982,1.481104615,2,1.68E-05,55.1694957,0.00030851,0,0,0,0,0
Q5T013,19.117156,5.901282191,2,1.65E-05,27.37548453,0.00039795,0,0,0,0,1
Q05901,19.07749883,1.898562319,3,1.77E-05,17.30392688,0.00133241,0,0,0,0,0
Q06055,19.10337705,3.229467592,2,1.66E-05,102.6888516,0.00019054,0,0,0,0,0
A6NIX2,19.07717718,3.686714875,3,1.80E-05,38.9229963,0.00114113,0,0,0,0,0
Q9UK33,19.10306349,3.686546464,2,1.67E-05,19.1867923,0.00031378,0,1,0,0,0
Q96K30,19.10290667,0.944336583,2,1.82E-05,30.27953169,0.00116368,0,1,0,0,0
Q14587,19.10251453,0.944586839,2,1.86E-05,23.31737438,0.00263149,0,0,1,0,0
Q09MP3,19.1049434,1.177382795,2,1.75E-05,9.16632244,0.00080807,0,0,0,0,1
Q1ZZU3,19.10455204,5.085280072,2,1.72E-05,12.19311672,0.00056734,0,0,0,0,1
Q96NB2,18.9677338,0.354447858,4,1.91E-05,224.4246193,0.00220445,0,0,1,0,0
Q8WV93,19.07088442,2.375329188,3,1.83E-05,2.22799966,0.0022297,0,0,0,0,0
Q96C55,18.79617935,3.855692893,7,1.91E-05,231.0554136,0.00410688,0,1,0,0,0
Q07075,19.10102299,3.289574167,2,1.62E-05,10.64916672,0.00019267,0,0,0,0,0
Q8WZ59,19.10094442,3.581032232,2,1.42E-05,57.14385112,6.98E-06,0,0,0,0,0
Q13702,18.96737541,3.61732236,4,1.82E-05,73.81269298,0.00146271,0,0,0,0,1
Q96P63,18.84807873,5.560363188,6,2.00E-05,102.956152,0.00979713,0,0,0,0,0
Q6PI47,18.96710654,5.55374657,4,2.05E-05,112.223511,0.01600736,0,0,1,0,0
Q4G0M1,19.10086585,1.42282475,2,1.72E-05,8.90506842,0.00047067,0,0,0,0,0
Q9BRQ3,19.07007482,0.559780853,3,1.69E-05,111.1783661,0.00037845,0,1,0,0,0
P07108,19.06991283,4.907648237,3,1.68E-05,152.5008307,0.00021566,0,0,0,0,0
Q96GX8,19.1003157,3.879807767,2,1.66E-05,47.70677343,0.00025557,0,0,0,0,1
Q9BQA5,18.79171447,5.211446081,7,2.00E-05,224.257855,0.00810302,0,0,0,0,0
Q86VV8,19.10023708,1.750285851,2,1.84E-05,11.51516844,0.00244885,0,0,1,0,0
Q15735,19.09992255,2.438542152,2,1.79E-05,11.31524511,0.0007815,0,0,0,0,1
Q5TAP6,18.9734509,2.041209949,4,1.83E-05,176.9942689,0.00148882,0,0,0,0,1
Q5VVX9,18.89553163,3.822567439,5,1.86E-05,290.5523738,0.00111237,0,0,0,0,0
Q8NA57,19.10235762,0.429646387,2,1.79E-05,351.4643216,0.0007117,0,0,0,0,0
Q96KN8,19.07298634,3.799791726,3,1.79E-05,6983.962539,0.00076019,0,0,0,0,1
Q8NCX0,19.1022007,1.756752347,2,1.78E-05,69.9563438,0.00067648,0,1,0,0,0
Q6BCY4,19.07234006,1.872258698,3,1.90E-05,170.3787215,0.00225019,0,0,0,0,1
Q96ND0,19.0720976,2.631529855,3,1.69E-05,1139.173287,0.00033415,0,0,0,0,1
Q5VZE5,19.0766945,6.25986865,3,1.59E-05,4988.843066,0.0001091,0,0,0,0,1
Q9UJT0,18.89148381,3.901926526,5,1.67E-05,125.651307,0.00022511,0,0,0,0,0
Q96CF2,18.89514682,5.320079268,5,1.86E-05,44.30283862,0.0029569,0,0,1,0,0
Q16773,18.95102445,1.061650353,4,1.78E-05,123.8113964,0.00075715,0,0,1,0,0
Q3SYF9,18.95084229,1.873027246,4,1.83E-05,95.47089025,0.00133372,0,0,0,0,0
Q8IUZ5,18.95066011,1.840578731,4,1.77E-05,823.1858444,0.00065189,0,0,1,0,0
Q5W111,18.89802935,1.833773091,5,1.77E-05,512.6386777,0.00037495,0,0,0,1,0
Q3LI72,18.84797794,1.948724519,6,1.87E-05,269.4591906,0.00156535,0,0,0,0,0
Q8IZ26,19.10118009,1.841390137,2,1.73E-05,28.26910069,0.00045329,0,0,0,0,1
Q8N1A6,19.10892668,1.841082744,2,1.73E-05,28.26910069,0.00045329,0,0,0,0,1
Q02127,19.10861483,4.186088203,2,1.65E-05,39.1618927,0.00013001,0,0,0,0,1
Q7Z4W1,18.90405617,5.045220716,5,1.91E-05,617.6159968,0.00197242,0,0,0,0,1
Q9Y5W3,18.95193472,4.824587999,4,1.90E-05,37.049635,0.00379517,0,1,0,0,0
Q96FZ7,18.6755812,0.521745774,10,1.88E-05,1905.195654,0.00171443,0,0,0,0,0
Q0VDI3,19.10838088,2.271091503,2,1.73E-05,7.93360745,0.00031773,0,0,0,0,1
Q6ZN06,19.08454961,1.151549066,3,1.80E-05,215.0342082,0.00123125,0,0,0,1,0
Q9NZQ0,19.08438991,1.7704487,3,1.69E-05,15327.29985,0.0003631,0,0,1,0,0
Q5H9S7,18.89927591,5.682154707,5,1.84E-05,121.7875537,0.00384357,0,1,0,0,0
Q14532,19.08431005,1.740551851,3,1.79E-05,44.46176035,0.00146906,0,0,0,0,0
Q9BYQ3,19.11009527,1.947369179,2,1.69E-05,2042.055307,0.00054905,0,0,0,0,0
O76009,19.10993953,3.181457448,2,1.71E-05,16.45638026,0.00059975,0,0,0,0,0
P02808,19.10970589,1.909550618,2,1.40E-05,15317,9.41E-06,1,0,0,0,0
Q6ZSB9,18.94003702,2.040155111,5,1.88E-05,478.8489911,0.00199745,0,0,0,0,1
Q86TN4,18.95166172,1.955495547,4,1.87E-05,161.5334774,0.00194109,0,0,1,0,0
Q8WWZ3,18.94746656,4.596363914,4,1.90E-05,3695.007751,0.00341454,0,0,0,0,1
Q9BRP7,18.95266235,3.73256208,4,1.88E-05,367.3890356,0.00235774,0,0,0,0,1
Q9Y5U5,18.95311686,3.815736022,4,1.84E-05,15317,0.00225274,0,0,0,0,0
O94993,19.10619474,1.942959847,2,1.80E-05,115.0995735,0.00124329,0,0,0,0,1
Q9NU39,19.10611657,1.184728167,2,1.59E-05,33.93486382,0.00013425,0,0,0,0,1
O60548,19.07806149,3.910798978,3,1.64E-05,112.884784,0.00017407,0,0,0,0,0
Q6P4Q7,18.73361668,3.5149361,9,2.09E-05,3114.90288,0.01043241,0,0,0,0,1
Q9H8M5,18.95293508,3.514610553,4,1.63E-05,82.64963476,0.00016917,0,0,0,1,0
Q9NXJ0,19.1050999,2.525806724,2,1.49E-05,25.256544,1.99E-05,0,0,0,0,1
Q3KNW1,19.10572567,3.323402202,2,1.76E-05,6.51143044,0.00074391,0,1,0,0,0
Q9BVV6,18.77365593,0.896937535,8,1.88E-05,203.761186,0.00185978,0,0,0,0,1
Q13069,19.10760065,3.028967728,2,1.78E-05,103.2078457,0.00083194,0,0,0,0,0
Q9NZF1,19.10744454,1.94892463,2,1.77E-05,39.66280082,0.00094569,0,0,1,0,0
Q96RJ3,19.10736647,2.855704957,2,1.67E-05,13.45349271,0.00031024,1,0,0,0,0
Q9P278,19.0805495,3.887462916,3,1.71E-05,3.97223781,0.00059653,0,0,1,0,0
O60658,19.10689794,4.848511513,2,1.63E-05,23.31771453,0.00018714,0,0,0,1,0
Q969Q4,18.92211229,1.714225788,5,1.76E-05,339.5461438,0.00066341,0,0,1,0,0
Q3SYG4,18.487109,1.941481185,14,1.89E-05,1693.325272,0.00269084,1,0,0,0,0
Q8TF47,19.1146787,0.652994257,2,1.85E-05,75.61372811,0.00234809,0,0,0,0,1
Q14586,19.04978758,4.888863905,3,1.86E-05,79.65459974,0.00259688,0,1,0,0,0
Q14593,18.91666315,5.761979932,5,1.95E-05,341.145683,0.00599642,0,1,0,0,0
Q5HY98,19.10666359,6.200587755,2,1.86E-05,15.37688845,0.00263163,0,0,1,0,0
Q08AN1,19.10674171,4.892511152,2,1.84E-05,18.81241578,0.00221658,0,0,1,0,0
Q96IR2,19.05003543,5.786799396,3,1.87E-05,38.1705717,0.0038884,0,0,0,0,0
P17035,19.10697604,0.983381704,2,1.91E-05,26.41761419,0.00326747,0,0,0,0,0
Q15935,19.10642919,2.388884028,2,1.85E-05,54.59225512,0.00224976,0,1,0,0,0
Q8N4P3,19.05011803,4.274219524,3,1.75E-05,39.14438343,0.00067724,0,0,0,0,1
Q9P2E5,18.94947511,1.424262779,4,1.76E-05,154.8416788,0.00062004,0,0,0,0,1
P35475,19.1072884,1.589208862,2,1.73E-05,24.38663546,0.00048932,1,0,0,1,0
Q96CX6,18.95238955,5.144400561,4,1.89E-05,204.0530197,0.00452928,0,0,0,0,1
Q96K83,18.84393803,5.203800503,6,1.92E-05,50.08415392,0.00515173,0,1,0,0,0
Q96MY1,19.05044837,1.678438302,3,1.75E-05,61.09052412,0.00069672,0,1,0,0,0
Q9NWW5,18.95211668,1.997856508,4,1.97E-05,330.4415876,0.00355237,0,0,0,0,1
Q15063,19.10580386,0.376887872,2,1.81E-05,7.32086727,0.00161568,0,0,0,1,0
Q8N130,19.10517814,1.676782414,2,1.62E-05,50.23350938,0.00013559,0,0,0,0,0
Q8NFY9,18.70999105,5.759749548,9,2.04E-05,989.7434214,0.01089442,0,0,0,0,0
Q9UHK6,19.05069606,3.782409313,3,1.75E-05,78.43432354,0.00089268,0,0,0,1,0
Q8N392,19.01156468,3.157084808,4,1.75E-05,249.4467281,0.00073625,0,0,0,0,1
Q9BZW7,18.71953026,1.733838921,9,1.95E-05,767.8733267,0.00369096,0,0,1,0,0
Q2V2M9,19.10564747,2.611555092,2,1.87E-05,19.79790844,0.00173381,0,0,0,0,0
Q9Y6P5,19.01242228,0.368137135,4,1.89E-05,99.45059005,0.00234064,0,1,0,0,0
Q92485,19.05094369,2.925339989,3,1.83E-05,44.21023383,0.0013499,0,0,0,0,1
Q5TGZ0,19.05102621,2.240711817,3,1.78E-05,26.11775131,0.00086266,0,0,1,0,0
Q9UBN1,18.77311352,2.365802646,8,1.71E-05,648.0398154,0.00029056,0,0,0,1,0
Q6UWV6,18.7183857,2.658228173,9,1.89E-05,671.0859908,0.00196631,0,0,0,0,0
Q2KHT4,19.10713223,2.801310451,2,1.53E-05,10.32346763,4.49E-05,0,0,0,0,0
Q9NTW7,18.84353315,2.498567089,6,1.94E-05,912.6704728,0.00371939,0,1,0,0,0
Q8NHW3,19.01044871,4.926931988,4,1.87E-05,1075.874749,0.00208378,0,0,0,0,0
Q96EK9,19.10923843,2.525978729,2,1.91E-05,467.8198909,0.00370089,0,0,0,0,1
Q96QD5,19.01096393,5.407528293,4,1.95E-05,175.8987781,0.0075686,0,0,0,0,1
Q9BV99,19.10931636,1.770517807,2,1.71E-05,20.75173824,0.00028639,0,1,0,0,0
Q8TE56,19.10947219,3.258792476,2,1.92E-05,69.55998005,0.00547754,0,1,0,0,0
Q6YP21,19.04821646,5.559376287,3,1.98E-05,1.41434421,0.01444319,0,0,0,0,1
Q15048,18.84333065,0.004787552,6,1.98E-05,0.79182693,0.01389228,0,0,0,0,1
Q96JP0,18.79235351,5.558276266,7,1.99E-05,15610.61299,0.01383593,0,1,0,0,0
Q53RE8,19.00260241,5.559413894,4,2.04E-05,82.21194684,0.01544227,0,0,0,0,1
Q8N1N4,18.7764718,5.558621047,8,2.07E-05,1439.570693,0.02232685,0,0,0,0,0
Q4G0X4,18.64895549,1.9153916,10,2.03E-05,8148.819138,0.0088896,0,0,1,0,0
Q8IYI0,19.00060965,0.745101522,4,2.03E-05,462.454742,0.01002756,0,0,0,1,0
Q8WZ60,18.920612,5.696007235,5,2.00E-05,154.4815025,0.00872131,0,0,0,0,1
Q9NQI0,18.999742,5.551910856,4,2.03E-05,48.456752,0.01637067,1,0,0,0,1
Q9NSB2,18.9998288,4.193415839,4,2.01E-05,4157.304084,0.0101291,0,0,0,0,0
Q9UFE4,19.1100174,2.583891952,2,2.00E-05,15.72529568,0.00822721,0,0,0,0,0
Q9UN73,19.04896098,2.449155895,3,1.99E-05,1338.123569,0.00782355,0,0,0,1,0
Q5XKL5,19.11025098,3.5234529,2,1.99E-05,39.95116513,0.00786905,0,1,0,0,0
O95394,19.00043618,4.630153106,4,2.05E-05,158.4687187,0.01005565,0,0,0,0,1
O75113,19.04904367,2.05379163,3,2.01E-05,173.428299,0.00830573,0,0,0,0,1
A1KZ92,19.04912635,5.993210412,3,1.99E-05,177.2863233,0.00794967,0,0,0,0,1
Q7Z5W3,19.11032882,0.707787993,2,1.99E-05,93.29891011,0.00782358,0,0,0,0,1
Q8N394,19.04920903,2.870029728,3,2.01E-05,726.1870063,0.0079929,0,0,0,0,1
Q9UJ72,19.10791282,3.443319378,2,1.84E-05,8.65576848,0.00267043,0,0,0,0,1
Q8NBI6,18.94462957,2.638824701,5,1.87E-05,721.0972955,0.00263362,0,0,0,0,0
Q5JU67,19.10853685,1.898172024,2,1.86E-05,17.70078805,0.00345266,0,0,0,0,1
Q6NW29,19.05349897,5.559378994,3,1.88E-05,435.7431191,0.00694388,0,0,1,0,0
O60299,19.05358129,3.339061624,3,1.78E-05,10.49514235,0.00103187,0,0,0,1,0
Q6PJ21,18.57376613,1.06764068,12,1.95E-05,2529.511541,0.00511421,0,0,1,0,0
Q96NX5,19.0077826,3.56868239,4,1.70E-05,54.62605212,0.00052982,0,0,0,0,0
P78363,19.10447375,6.068400644,2,1.70E-05,15317,0.00088556,0,0,0,1,0
Q14123,19.05391051,6.072955545,3,1.58E-05,15391.47223,0.0002741,0,0,1,0,0
Q01064,19.10125864,6.07293441,2,1.70E-05,1424.622971,0.00049914,0,0,0,0,0
Q6UW56,19.00838524,2.392395183,4,1.79E-05,189.4849863,0.00102454,0,0,0,0,0
Q9NYN1,19.10157276,0.115376752,2,1.77E-05,29.46328036,0.00072806,0,0,0,0,0
P42126,19.10165127,2.725781067,2,1.88E-05,12.62625741,0.00220368,0,0,1,0,0
Q96GY0,19.00545479,0.368314783,4,1.87E-05,2008.524096,0.00216542,0,0,1,0,0
Q8IYA6,19.10110154,0.236817238,2,1.80E-05,5.03044345,0.00108626,0,0,1,0,0
Q9UBC9,18.89437675,1.04318306,5,1.64E-05,294.0209594,0.00018624,0,0,0,0,0
Q9H765,18.71102977,5.150503547,9,1.96E-05,885.7308771,0.00664285,0,0,0,0,0
Q6UWV2,19.05497973,4.627243162,3,1.73E-05,15324.50317,0.00050697,0,0,0,1,0
Q9UDV7,19.05506193,1.494317172,3,1.63E-05,22.31621616,0.00014087,0,0,0,0,1
Q14406,19.05242818,2.937418356,3,1.70E-05,134.5507364,0.00040938,0,0,0,0,0
Q86WN2,18.70976008,1.416079403,9,1.73E-05,966.077857,0.00047202,0,0,0,0,0
Q14584,19.00459128,1.487872107,4,1.73E-05,417.2006031,0.00050613,0,0,0,0,1
Q14623,19.05176867,3.137020534,3,1.56E-05,36.03543932,9.00E-05,0,0,0,0,0
Q9NTX5,18.90957321,1.549133914,5,1.95E-05,1620.096714,0.00250605,0,0,0,1,0
Q8TET4,19.0998439,4.099831871,2,1.75E-05,15.75497928,0.00102262,0,0,1,0,0
Q9NSA0,19.05185113,1.600983849,3,1.82E-05,125.8629218,0.00212803,0,0,0,0,0
Q96LW9,18.62425466,5.766541941,11,1.90E-05,196.4862777,0.0059993,0,0,0,0,1
Q14773,19.05193359,2.643034379,3,1.77E-05,662.515095,0.00051159,0,0,0,0,0
Q9NPC7,19.10007983,5.870136815,2,1.96E-05,6.78304472,0.00730982,0,1,0,0,0
Q9NPE6,19.10015846,0.975894557,2,1.54E-05,5.91846945,0.00015138,0,0,0,0,0
Q7RTX7,19.00795482,3.967081296,4,1.82E-05,188.3936818,0.00082381,0,0,0,0,0
Q14CZ0,19.09968659,6.209552676,2,1.80E-05,47.02825546,0.00109968,0,0,0,0,1
Q6UW10,18.77614729,1.804231062,8,1.79E-05,682.0740061,0.00063877,0,0,0,0,0
Q6XE24,18.78872693,2.711774458,7,1.79E-05,35.32415322,0.00295738,0,0,0,1,0
Q9BXI2,19.10063011,3.033166113,2,1.78E-05,234.9647139,0.00111301,0,0,0,0,0
Q6RSH7,19.05259299,3.848777869,3,1.85E-05,106.9308226,0.00173164,0,0,0,0,0
Q92904,19.00700726,1.972326663,4,1.74E-05,29.83895011,0.00080677,0,0,0,0,0
Q96LM6,19.00666247,1.872127737,4,1.78E-05,15403.04536,0.0007164,0,0,0,0,0
Q9NQZ3,18.84272291,1.972381196,6,1.76E-05,126.6820106,0.00085611,0,0,0,0,0
Q5VWP2,19.10180828,3.849315172,2,1.76E-05,35.18642639,0.00052872,0,1,0,0,0
Q9UMY4,19.10384721,2.134996469,2,1.90E-05,115.3093554,0.00375286,0,0,0,0,0
Q9Y5X0,19.10392555,2.135239833,2,1.65E-05,7.27151906,0.00016002,0,0,0,0,1
Q96E17,18.84262159,3.164214335,6,1.87E-05,876.5426079,0.00202974,0,0,1,0,0
Q5VZF2,19.05316961,3.557013836,3,1.72E-05,57.82835355,0.00042986,0,1,0,0,0
Q8N8V4,19.05325196,3.301997861,3,1.91E-05,220.0867035,0.0037993,0,0,0,0,1
P13521,19.04689153,0.168438231,3,1.91E-05,160.1695243,0.00341832,0,0,0,1,0
Q99550,18.90176445,1.76914111,5,1.83E-05,47.00609565,0.00123495,0,0,0,0,1
Q9UIA0,19.0009565,1.971561001,4,1.73E-05,213.3315175,0.00030141,0,0,0,0,1
Q86XN7,19.1047086,5.457247156,2,1.85E-05,18.94087595,0.00192957,0,0,0,0,1
Q8IVB5,19.10478687,2.812631824,2,1.78E-05,22.16117127,0.00124953,0,0,1,0,0
Q5VZ46,19.10486514,4.225945129,2,1.79E-05,25.71553161,0.00133924,0,0,0,0,1
Q9BXD5,19.10502165,1.708571999,2,1.62E-05,13.57231578,0.00018987,0,0,0,1,0
Q9HCJ3,19.00052292,1.444358112,4,1.80E-05,221.581273,0.00106206,0,1,0,0,0
Q9UC07,19.10259297,1.736775339,2,1.69E-05,97.49510092,0.00035624,0,1,0,0,0
Q9Y6T7,19.1026714,2.64358406,2,1.70E-05,91.39407817,0.00038004,0,0,0,0,0
Q7Z7H3,19.10274983,4.93858404,2,1.74E-05,28.14073431,0.00062349,0,0,0,0,0
Q9BUD6,19.00372703,0.604830009,4,1.89E-05,947.0489258,0.00281141,0,0,0,1,0
Q9NV79,19.00364057,0.975360874,4,1.91E-05,221.3129416,0.00471269,0,0,0,0,1
Q7Z5L4,18.90909878,2.239823682,5,1.77E-05,153.7769572,0.00064532,0,0,0,0,0
Q96SK3,19.04298952,2.451780236,3,1.82E-05,113.4631768,0.0013654,0,1,0,0,0
Q96C74,19.00277551,0.036608129,4,1.70E-05,15423.77628,0.00039157,0,0,0,0,0
Q69YI7,19.04340534,1.125113112,3,1.76E-05,15317,0.0012652,0,0,0,0,1
Q8NHY3,19.00216954,3.219316923,4,1.78E-05,313.0174157,0.00107964,0,0,0,0,0
Q9H251,18.77582268,3.973566938,8,1.84E-05,838.2567608,0.00186631,0,0,0,0,0
Q9BSH5,19.04373787,1.871545535,3,1.89E-05,767.1491645,0.00173911,0,0,0,0,1
Q96EY9,19.10978377,1.87199368,2,1.70E-05,15317,0.00037189,0,1,0,0,0
Q8N715,18.77571445,2.033400757,8,1.99E-05,1524.404361,0.00524619,0,0,0,0,0
Q8IZ13,18.84231755,1.574236889,6,1.70E-05,194.9641279,0.00049081,0,0,0,0,0
Q7Z3V5,19.11731063,0.216217536,2,1.68E-05,11.50813018,0.00025428,0,0,0,0,1
Q8NEP9,19.0439041,3.617210066,3,1.68E-05,40.62830801,0.0002353,0,0,0,0,0
Q8NCK7,19.01199357,2.619874056,4,1.67E-05,15404.19648,0.00025204,0,0,0,0,0
Q96PE3,19.0440703,5.957245459,3,1.75E-05,112.1110249,0.00062786,0,1,0,0,0
Q8IUN9,19.04140784,2.128898849,3,1.61E-05,533.7347156,0.00011345,0,0,0,0,0
Q96M91,19.04049101,3.480288766,3,1.72E-05,121.9475561,0.00052361,0,0,1,0,0
Q9NYK6,19.11707868,1.483505485,2,1.72E-05,22.7525141,0.00041415,0,0,0,0,0
Q969M7,18.91260431,5.546548147,5,1.92E-05,37.15084315,0.00785546,0,0,1,0,0
Q16762,19.0408245,2.703980448,3,1.87E-05,21.85715842,0.00401977,0,0,1,0,0
Q9UIX4,19.11808343,3.434809623,2,1.65E-05,4.8073735,0.00023005,0,0,0,1,0
